LISTA;CIRCOSCRIZIONE;COLLEGIO PLURINOMINALE;COLLEGIO UNINOMINALE;NUMERO CANDIDATO;CANDIDATO
CIVICA POPOLARE LORENZIN;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;;PANIZZA FRANCO 
CIVICA POPOLARE LORENZIN;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;;MELLARINI TIZIANO 
CIVICA POPOLARE LORENZIN;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;;STENICO ELEONORA 
CIVICA POPOLARE LORENZIN;UMBRIA;UMBRIA - 01;01 - PERUGIA;;GIULIETTI GIAMPIERO 
CIVICA POPOLARE LORENZIN;UMBRIA;UMBRIA - 01;02 - TERNI;;MIGNOZZETTI SIMONETTA 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 01;01 - VENEZIA;;FERRAZZI ANDREA 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 01;02 - BELLUNO;;PUPPATO LAURA 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 01;03 - TREVISO;;GIANELLONI ISABELLA 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 01;04 - ROVIGO;;BARETTA PIER PAOLO 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 02;05 - PADOVA;;BISATO LUIGI ALESSANDRO 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;SANTINI GIORGIO 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 02;07 - VICENZA;;SBROLLINI DANIELA 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 02;08 - VERONA;;ZAGO GIOVANNA 
CIVICA POPOLARE LORENZIN;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;FACINCANI MAURIZIO 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;INTORCIA LUIGI 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;MOSTI ELEONORA 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;BERNARDINI GERMANO 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;DI STEFANO ANTONIO 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 02;05 - VITERBO;;ARMATO ANTONELLO 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;GUARISCO MARIA ADELAIDE 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 03;07 - FROSINONE;;OMERO CARMELA 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;RANUCCI CARLO 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 03;09 - LATINA;;ANDREOZZI NICOLETTA 
DEMOCRAZIA CRISTIANA;LAZIO;LAZIO - 03;10 - VELLETRI;;MAGI GABRIELLA 
DESTRE UNITE - FORCONI;CALABRIA;CALABRIA - 01;01 - CROTONE;;TALE' ROSETTA 
DESTRE UNITE - FORCONI;CALABRIA;CALABRIA - 01;02 - COSENZA;;ANDIDARO CAROLINA 
DESTRE UNITE - FORCONI;CALABRIA;CALABRIA - 01;03 - CATANZARO;;CIPRIANO MARIO 
DESTRE UNITE - FORCONI;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;VECCHIO SEBASTIANO 
DESTRE UNITE - FORCONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;COMITO FRANCESCO 
DESTRE UNITE - FORCONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;FRACCARO SABRINA 
DESTRE UNITE - FORCONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;MALOSTI DAVIDE 
DESTRE UNITE - FORCONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;RICCA PIETRO 
DESTRE UNITE - FORCONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;BALDO CINZIA 
DESTRE UNITE - FORCONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;CIANALINO PAOLO 
DESTRE UNITE - FORCONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;VECCHINI FRANCESCA 
DESTRE UNITE - FORCONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;BRUNO GIOVANNI 
 +EUROPA;ABRUZZO;ABRUZZO - 01;01 - PESCARA;5;CHIAVAROLI FEDERICA 
 +EUROPA;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;5;CIALENTE MASSIMO 
 +EUROPA;BASILICATA;BASILICATA - 01;01 - POTENZA;;PITTELLA GIOVANNI SAVERIO FURIO 
 +EUROPA;CALABRIA;CALABRIA - 01;01 - CROTONE;;SCALZO ANTONIO 
 +EUROPA;CALABRIA;CALABRIA - 01;02 - COSENZA;;FERRARI SONIA 
 +EUROPA;CALABRIA;CALABRIA - 01;03 - CATANZARO;;VILLELLA AQUILA 
 +EUROPA;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;AMARO OTTAVIO SALVATORE 
 +EUROPA;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;ABBATE GIULIA 
 +EUROPA;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;CAPUTO NICOLA 
 +EUROPA;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;FAMIGLIETTI LUIGI 
 +EUROPA;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;PALMA GIOVANNA 
 +EUROPA;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;RUSSO FRANCESCO 
 +EUROPA;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;ALFANO GIOACCHINO 
 +EUROPA;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;MARCIANO ANTONIO 
 +EUROPA;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;D' ANGELO LIBERA 
 +EUROPA;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;MANNIELLO FRANCESCO 
 +EUROPA;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;IANNUZZI BARBATO DETTO TINO
 +EUROPA;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;GALLO FILOMENA 
 +EUROPA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;ARLOTTI TIZIANO 
 +EUROPA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;COLLINA STEFANO 
 +EUROPA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;ZAMPA SANDRA 
 +EUROPA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;CASINI PIER FERDINANDO 
 +EUROPA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;PATRIARCA EDOARDO 
 +EUROPA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;IORI VANNA 
 +EUROPA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;PAGLIARI GIORGIO 
 +EUROPA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;GAZZOLO PAOLA 
 +EUROPA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;13;ILLY RICCARDO 
 +EUROPA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;14;DE MONTE ISABELLA 
 +EUROPA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;BONINO EMMA 
 +EUROPA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;PASTORELLI ORESTE 
 +EUROPA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;MATURANI GIUSEPPINA 
 +EUROPA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;QUINTO PAOLO 
 +EUROPA;LAZIO;LAZIO - 02;05 - VITERBO;;MAZZOLI ALESSANDRO 
 +EUROPA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;LUCHERINI CARLO 
 +EUROPA;LAZIO;LAZIO - 03;07 - FROSINONE;;SPILABOTTE MARIA 
 +EUROPA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;MARCHETTI UGO 
 +EUROPA;LAZIO;LAZIO - 03;09 - LATINA;;MOSCARDELLI CLAUDIO 
 +EUROPA;LAZIO;LAZIO - 03;10 - VELLETRI;;PARENTE ANNAMARIA 
 +EUROPA;LIGURIA;LIGURIA - 01;01 - SAVONA;;DE VINCENZI LUIGI 
 +EUROPA;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;PINOTTI ROBERTA 
 +EUROPA;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;MICHELUCCI JURI 
 +EUROPA;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;BOSONE DANIELE 
 +EUROPA;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;LOMBARDI VALENTINA 
 +EUROPA;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;ALLI PAOLO 
 +EUROPA;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;MARCASSOLI LIVIA 
 +EUROPA;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;GUERINI GIUSEPPE 
 +EUROPA;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;MESSINA IGNAZIO 
 +EUROPA;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;CINQUEPALMI LORENZO 
 +EUROPA;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;BARTESAGHI CRISTINA 
 +EUROPA;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;;MARELLI SAVINA 
 +EUROPA;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;CAMPORINI VINCENZO 
 +EUROPA;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;ALFIERI ALESSANDRO 
 +EUROPA;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;CERNO TOMMASO 
 +EUROPA;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;D'ALFONSO FRANCO MARIA 
 +EUROPA;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;PERDUCA MARCO 
 +EUROPA;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;FIORENTINI MICHELA 
 +EUROPA;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;MALPEZZI SIMONA FLAVIA 
 +EUROPA;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;BERTOLA CHERUBINA 
 +EUROPA;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;DE MARCHI DIANA ALESSANDRA 
 +EUROPA;MARCHE;MARCHE - 01;01 - PESARO;2;BONELLI ANGELO 
 +EUROPA;MARCHE;MARCHE - 01;02 - ANCONA;2;CARRESCIA PIERGIORGIO 
 +EUROPA;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;2;DI CINTIO EMANUELA 
 +EUROPA;MOLISE;MOLISE - 01;01 - CAMPOBASSO;;COLAVITA ENRICO 
 +EUROPA;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;6;AVETTA ALBERTO 
 +EUROPA;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;6;BUEMI ENRICO 
 +EUROPA;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;6;ESPOSITO STEFANO 
 +EUROPA;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;6;LAUS MAURO ANTONIO DONATO 
 +EUROPA;PIEMONTE;PIEMONTE - 02;05 - NOVARA;6;FERRARA ELENA 
 +EUROPA;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;6;BARGERO CRISTINA 
 +EUROPA;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;6;BORIOLI DANIELE GAETANO 
 +EUROPA;PIEMONTE;PIEMONTE - 02;08 - CUNEO;6;GIOVANNINI MARTA 
 +EUROPA;PUGLIA;PUGLIA - 01;01 - BARI;4;CAMPANELLI SALVATORE 
 +EUROPA;PUGLIA;PUGLIA - 01;02 - ALTAMURA;4;LEZOCHE LOREDANA 
 +EUROPA;PUGLIA;PUGLIA - 01;03 - ANDRIA;4;GENTILE ELENA 
 +EUROPA;PUGLIA;PUGLIA - 01;08 - FOGGIA;4;RUSSO MASSIMO 
 +EUROPA;PUGLIA;PUGLIA - 02;04 - BRINDISI;4;AMATI FABIANO 
 +EUROPA;PUGLIA;PUGLIA - 02;05 - LECCE;3;STEFANO DARIO 
 +EUROPA;PUGLIA;PUGLIA - 02;06 - NARDÒ;4;BELLANOVA TERESA 
 +EUROPA;PUGLIA;PUGLIA - 02;07 - TARANTO;4;CASCARANO MARIA GRAZIA 
 +EUROPA;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;3;PORRU DANIELA 
 +EUROPA;SARDEGNA;SARDEGNA - 01;02 - NUORO;3;ANGIONI IGNAZIO 
 +EUROPA;SARDEGNA;SARDEGNA - 01;03 - SASSARI;3;GANAU GIANFRANCO 
 +EUROPA;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;PICCIONE TERESA 
 +EUROPA;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;CICERO MARIO 
 +EUROPA;SICILIA;SICILIA - 01;03 - MARSALA;;RUGGIRELLO PAOLO 
 +EUROPA;SICILIA;SICILIA - 01;04 - AGRIGENTO;;IACONO MARIA 
 +EUROPA;SICILIA;SICILIA - 01;05 - GELA;;PETITTO ANNALISA MARIA 
 +EUROPA;SICILIA;SICILIA - 02;06 - MESSINA;;D'AMORE FABIO 
 +EUROPA;SICILIA;SICILIA - 02;07 - ACIREALE;;BURTONE GIOVANNI MARIO SALVINO 
 +EUROPA;SICILIA;SICILIA - 02;08 - CATANIA;;SUDANO VALERIA CARMELA MARIA 
 +EUROPA;SICILIA;SICILIA - 02;09 - SIRACUSA;;FURNARI MARIA ALESSANDRA 
 +EUROPA;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;MARCUCCI ANDREA 
 +EUROPA;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;RENZI MATTEO 
 +EUROPA;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;PARRINI DARIO 
 +EUROPA;TOSCANA;TOSCANA - 01;03 - PRATO;;BINI CATERINA 
 +EUROPA;TOSCANA;TOSCANA - 02;04 - AREZZO;;NENCINI RICCARDO 
 +EUROPA;TOSCANA;TOSCANA - 02;06 - PISA;;FEDELI VALERIA 
 +EUROPA;TOSCANA;TOSCANA - 02;07 - LIVORNO;;VELO SILVIA 
 +EUROPA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;;BRESSA GIANCLAUDIO 
 +EUROPA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;;AGNELLI PETRA 
 +EUROPA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;;PRADER RENATE 
 +EUROPA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;;PANIZZA FRANCO 
 +EUROPA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;;MELLARINI TIZIANO 
 +EUROPA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;;STENICO ELEONORA 
 +EUROPA;UMBRIA;UMBRIA - 01;01 - PERUGIA;;GIULIETTI GIAMPIERO 
 +EUROPA;UMBRIA;UMBRIA - 01;02 - TERNI;;MIGNOZZETTI SIMONETTA 
 +EUROPA;VENETO;VENETO - 01;01 - VENEZIA;;FERRAZZI ANDREA 
 +EUROPA;VENETO;VENETO - 01;02 - BELLUNO;;PUPPATO LAURA 
 +EUROPA;VENETO;VENETO - 01;03 - TREVISO;;GIANELLONI ISABELLA 
 +EUROPA;VENETO;VENETO - 01;04 - ROVIGO;;BARETTA PIER PAOLO 
 +EUROPA;VENETO;VENETO - 02;05 - PADOVA;;BISATO LUIGI ALESSANDRO 
 +EUROPA;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;SANTINI GIORGIO 
 +EUROPA;VENETO;VENETO - 02;07 - VICENZA;;SBROLLINI DANIELA 
 +EUROPA;VENETO;VENETO - 02;08 - VERONA;;ZAGO GIOVANNA 
 +EUROPA;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;FACINCANI MAURIZIO 
FORZA ITALIA;ABRUZZO;ABRUZZO - 01;01 - PESCARA;1;DI NINO ANTONELLA 
FORZA ITALIA;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;1;QUAGLIARIELLO GAETANO 
FORZA ITALIA;BASILICATA;BASILICATA - 01;01 - POTENZA;;PEPE PASQUALE 
FORZA ITALIA;CALABRIA;CALABRIA - 01;01 - CROTONE;;ALTILIA EMANUELA 
FORZA ITALIA;CALABRIA;CALABRIA - 01;02 - COSENZA;;CALIGIURI FULVIA MICHELA 
FORZA ITALIA;CALABRIA;CALABRIA - 01;03 - CATANZARO;;AIELLO PIETRO 
FORZA ITALIA;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;SICLARI MARCO 
FORZA ITALIA;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;LONARDO ALESSANDRINA 
FORZA ITALIA;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;PETRENGA GIOVANNA 
FORZA ITALIA;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;GALATI GIUSEPPE 
FORZA ITALIA;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;BENEDUCE FLORA 
FORZA ITALIA;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;ROMANO GIUSEPPE DETTO GIOSY
FORZA ITALIA;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;GUANGI SALVATORE 
FORZA ITALIA;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;RUSSO ANGELA 
FORZA ITALIA;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;TESTA NUNZIO FRANCESCO 
FORZA ITALIA;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;RIVELLINI CRESCENZIO 
FORZA ITALIA;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;MARRAZZO PASQUALE 
FORZA ITALIA;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;SPINELLI COSTABILE 
FORZA ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;BARBONI ANTONIO 
FORZA ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;ALBERGHINI MASSIMILIANO 
FORZA ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;BALBONI ALBERTO 
FORZA ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;BRUNELLI ELISABETTA 
FORZA ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;CORTI STEFANO 
FORZA ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;BELLOCCHI CLAUDIA 
FORZA ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;SAPONARA MARIA 
FORZA ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;PISANI PIETRO 
FORZA ITALIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;2;STABILE LAURA 
FORZA ITALIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;2;CIRIANI LUCA 
FORZA ITALIA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;IADICICCO FEDERICO 
FORZA ITALIA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;CACCIAMANI MARIA GRAZIA 
FORZA ITALIA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;BINETTI PAOLA 
FORZA ITALIA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;MENNUNI LAVINIA 
FORZA ITALIA;LAZIO;LAZIO - 02;05 - VITERBO;;BATTISTONI FRANCESCO 
FORZA ITALIA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;FUSCO UMBERTO 
FORZA ITALIA;LAZIO;LAZIO - 03;07 - FROSINONE;;RUSPANDINI MASSIMO 
FORZA ITALIA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;REGIMENTI LUISA 
FORZA ITALIA;LAZIO;LAZIO - 03;09 - LATINA;;FAZZONE CLAUDIO 
FORZA ITALIA;LAZIO;LAZIO - 03;10 - VELLETRI;;SACCONE ANTONIO 
FORZA ITALIA;LIGURIA;LIGURIA - 01;01 - SAVONA;;RIPAMONTI PAOLO 
FORZA ITALIA;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;VACCAREZZA ANGELO 
FORZA ITALIA;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;PUCCIARELLI STEFANIA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;CENTINAIO GIAN MARCO 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;GARNERO SANTANCHE' DANIELA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;RAUTI ISABELLA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;GALLONE MARIA ALESSANDRA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;PERGREFFI SIMONA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;PAROLI ADRIANO 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;BORGHESI STEFANO 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;FAGGI ANTONELLA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;;RONZULLI LICIA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;RIVOLTA ERICA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;CANDIANI STEFANO 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;PAGLIUCA LUIGI 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;CANTU' MARIA CRISTINA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;SCIASCIA SALVATORE 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;LA RUSSA IGNAZIO BENITO MARIA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;PELLEGRINI EMANUELE 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;CRAXI STEFANIA GABRIELLA ANASTASIA 
FORZA ITALIA;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;ROMANI PAOLO 
FORZA ITALIA;MARCHE;MARCHE - 01;01 - PESARO;12;BONFRISCO ANNA 
FORZA ITALIA;MARCHE;MARCHE - 01;02 - ANCONA;12;PAZZAGLINI GIULIANO 
FORZA ITALIA;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;12;CIRIACI GRAZIELLA 
FORZA ITALIA;MOLISE;MOLISE - 01;01 - CAMPOBASSO;;IORIO ANGELO MICHELE 
FORZA ITALIA;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;8;TIRABOSCHI MARIA VIRGINIA 
FORZA ITALIA;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;8;CASOLATI MARZIA 
FORZA ITALIA;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;8;FERRERO ROBERTA 
FORZA ITALIA;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;8;GOBETTI PAOLA 
FORZA ITALIA;PIEMONTE;PIEMONTE - 02;05 - NOVARA;8;NASTRI GAETANO 
FORZA ITALIA;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;8;PICHETTO FRATIN GILBERTO 
FORZA ITALIA;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;8;BERUTTI MASSIMO VITTORIO 
FORZA ITALIA;PIEMONTE;PIEMONTE - 02;08 - CUNEO;8;PEROSINO MARCO 
FORZA ITALIA;PUGLIA;PUGLIA - 01;01 - BARI;9;MELCHIORRE FILIPPO 
FORZA ITALIA;PUGLIA;PUGLIA - 01;02 - ALTAMURA;9;MINUTO ANNA CARMELA 
FORZA ITALIA;PUGLIA;PUGLIA - 01;03 - ANDRIA;9;SILVESTRIS SERGIO PAOLO FRANCESCO 
FORZA ITALIA;PUGLIA;PUGLIA - 01;08 - FOGGIA;9;SPEZZATI ANTONELLA 
FORZA ITALIA;PUGLIA;PUGLIA - 02;04 - BRINDISI;9;SCATIGNA TOMMASO 
FORZA ITALIA;PUGLIA;PUGLIA - 02;05 - LECCE;8;VITALI LUIGI 
FORZA ITALIA;PUGLIA;PUGLIA - 02;06 - NARDÒ;9;CARIDDI LUCIANO 
FORZA ITALIA;PUGLIA;PUGLIA - 02;07 - TARANTO;9;FRANCAVILLA MARIA 
FORZA ITALIA;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;6;BASCIU MARIA CHIARA 
FORZA ITALIA;SARDEGNA;SARDEGNA - 01;02 - NUORO;6;PALERMO LORENZO 
FORZA ITALIA;SARDEGNA;SARDEGNA - 01;03 - SASSARI;6;MORO ANTONIO 
FORZA ITALIA;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;TANTILLO GIULIO 
FORZA ITALIA;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;BONAFEDE ESTERINA 
FORZA ITALIA;SICILIA;SICILIA - 01;03 - MARSALA;;SCILLA ANTONINO 
